UnixTimeStamp,NNIntervals,SDNN_5min,HeartRate,RMSSD_5min
1551452706799,1124,63.7222790443295,56,39.426192531542355
1551452707796,1106,63.621783956997945,56,39.44612228817787
1551452708794,1142,63.792728826210904,55,39.46841792808149
1551452709790,1193,64.31126232691773,55,39.57171922218331
1551452710788,1116,64.3042128638757,55,39.76006807965286
1551452711785,1157,64.22791598540229,55,39.44333444705716
1551452712785,1144,64.10881496921873,54,39.42560090693422
1551452714779,1134,63.50769053212953,54,39.269185954349005
1551452716773,1153,63.74834599228576,54,39.154383457598165
1551452716775,1138,63.81412771540273,54,39.09674119941192
1551452717772,1161,64.08969951617766,54,39.1198864676443
1551452719768,1105,64.22600628303809,54,39.01609995070396
1551452719770,1138,64.28728679538644,54,38.99694948281875
1551452720765,1099,64.25579676527647,54,38.953641766804694
1551452721762,1096,64.29324316167292,55,38.86825670531604
1551452722759,1102,64.23303453889183,55,38.803009413174394
1551452723757,1110,64.35236127161437,55,38.424444446660296
1551452725752,1132,64.32973835517477,55,38.36850099381146
1551452726748,1115,64.40931705964752,55,38.3739116252905
1551452727747,1093,64.42534696147216,55,38.154847497313526
1551452728743,1130,64.31045168863773,55,38.12912862664172
1551452729742,1150,63.99384375966287,55,38.12327482057362
1551452730740,1096,63.295543635957024,55,38.1755188859894
1551452731737,1141,62.287234697426086,55,38.21488142896374
1551452732735,1150,59.543100078956975,55,38.18849448605052
1551452733732,1120,58.662715228807365,55,37.979892340845595
1551452734729,1174,58.65913179370481,54,37.69081084591073
1551452736724,1198,58.89148764527152,54,37.32664926891509
1551452737722,1148,58.9793585478633,54,37.37808887273101
1551452738718,1169,58.56697155218482,54,37.35669482279747
1551452739717,1149,58.549880851423055,54,37.28499338483671
1551452740714,1129,58.166141686677776,54,37.19592162275125
1551452742709,1188,57.94653783905433,54,37.11756035508378
1551452742711,1188,58.25246915039478,53,37.052839189272156
1551452744704,1156,56.39588306184143,53,36.915751750069056
1551452745701,1189,55.94607234358404,53,36.902003939309886
1551452746699,1117,55.74257832793139,53,37.135550659806
1551452747697,1155,55.76350339278131,53,37.10809246398674
